psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,house_q02,house_q03,house_q04,house_q05y,house_q05m,house_q06,house_q07,house_q08,house_q09,house_q10,house_q11,house_q12,house_q13,house_q14,house_q15,house_q16,house_q17,house_q18,house_q19,house_q20,house_q21,house_q22,edu_q01,edu_q02,edu_q03,edu_q04,edu_q05,edu_q06,edu_q07,edu_q08,edu_q09,edu_q10,edu_q11,edu_q12,edu_q13,edu_q14,edu_q15,edu_q16,edu_q17,edu_q18,edu_q19,edu_q20,edu_q21,edu_q22,edu_q23,edu_q24,edu_q25,edu_q26,edu_q27,edu_q28,edu_q29,edu_q30,edu_q31,edu_q32,edu_q33,edu_q34,edu_q35,edu_q36,edu_q37,edu_q38,edu_q39,edu_q40,edu_q41,edu_q42,edu_q43,edu_q44,edu_q45,edu_q46,edu_q47,edu_q48,edu_q49,edu_q50,edu_q51,edu_q52,edu_q53,edu_q54,edu_q55,edu_q56,edu_q57,edu_q58,edu_q59,edu_q60,edu_q61,edu_q62,edu_q63,edu_q64,edu_q65,edu_q66
335_10_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19390217.0,73.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,85.0,,2.0,,2.0,2.0,78.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19680715.0,44.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,68.0,2.0,,3.0,1.0,,71.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19320715.0,80.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,75.0,,2.0,,1.0,2.0,77.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668_7_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19570710.0,55.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,62.0,,2.0,,1.0,2.0,76.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281_1_1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,19590611.0,53.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,65.0,,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,2.0,,,2.0,,,2.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222_6_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19720521.0,40.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,66.0,2.0,,2.0,1.0,,68.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659_1_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19371115.0,74.0,9.0,2.0,2.0,,0.0,1.0,2.0,,3.0,2.0,65.0,,2.0,,1.0,2.0,72.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285_5_1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,19660428.0,46.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,68.0,2.0,,2.0,2.0,78.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19680520.0,44.0,3.0,1.0,2.0,,0.0,1.0,2.0,,2.0,1.0,,67.0,2.0,,2.0,1.0,,75.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604_9_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19550905.0,57.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,83.0,2.0,,2.0,2.0,67.0,,1.0,1.0,1.0,6.0,6.0,9.0,2.0,2.0,,,13.0,,,2.0,,,13.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629_5_2,0,0,0,1,0,0,0,0,0,0,2.0,2.0,19540626.0,58.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,77.0,,2.0,,1.0,2.0,76.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19460904.0,66.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,65.0,,2.0,,2.0,2.0,76.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186_1_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19530213.0,59.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,86.0,2.0,,1.0,2.0,72.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555_6_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19590501.0,53.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,78.0,2.0,,2.0,2.0,68.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786_1_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19571110.0,54.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,82.0,2.0,,2.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,4.0,,,2.0,,,4.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633_7_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19410807.0,71.0,0.0,1.0,2.0,,0.0,1.0,2.0,,2.0,2.0,32.0,,2.0,,2.0,2.0,90.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_1_1,0,0,1,0,0,0,0,0,0,0,2.0,1.0,19540423.0,58.0,5.0,4.0,,,0.0,1.0,2.0,,1.0,1.0,,83.0,2.0,,1.0,2.0,71.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,4.0,,,2.0,,,4.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421_7_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19591101.0,52.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,75.0,,2.0,,2.0,2.0,65.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634_10_2,0,0,0,1,0,0,0,0,0,0,2.0,2.0,19710222.0,41.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,71.0,2.0,,4.0,2.0,59.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,4.0,,,2.0,,,4.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560_8_2,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19530325.0,59.0,5.0,4.0,,,0.0,1.0,2.0,,2.0,1.0,,95.0,2.0,,2.0,2.0,82.0,,1.0,1.0,1.0,1.0,8.0,2.0,3.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430_1_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19730609.0,39.0,3.0,1.0,1.0,2.0,10.0,1.0,1.0,4.0,,,,,2.0,,2.0,2.0,78.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_6_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19540715.0,58.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,1.0,2.0,68.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733_7_2,0,0,0,1,0,0,0,0,0,0,2.0,2.0,19600315.0,52.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,,5.0,1.0,,71.0,2.0,,7.0,2.0,60.0,,1.0,1.0,1.0,6.0,5.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822_3_1,0,0,0,0,0,0,0,1,0,0,2.0,1.0,19800501.0,32.0,4.0,1.0,2.0,,0.0,1.0,2.0,,5.0,1.0,,60.0,2.0,,5.0,1.0,,60.0,1.0,1.0,1.0,6.0,4.0,9.0,2.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133_1_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19490524.0,63.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,78.0,,2.0,,2.0,2.0,93.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216_1_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19430303.0,69.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,65.0,,2.0,,1.0,2.0,75.0,,2.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19610425.0,51.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,64.0,,1.0,3.0,,,,,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328_5_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19620516.0,50.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,84.0,2.0,,2.0,2.0,66.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19670729.0,45.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,83.0,2.0,,3.0,2.0,75.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660_4_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19670402.0,45.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,48.0,,2.0,,3.0,2.0,57.0,,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503_6_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19430522.0,69.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,73.0,,2.0,,1.0,2.0,76.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418_4_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19670125.0,45.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,2.0,2.0,59.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_8_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19680324.0,44.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,80.0,2.0,,2.0,2.0,75.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417_6_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19440929.0,67.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,68.0,,2.0,,1.0,2.0,64.0,,2.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289_4_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19471016.0,64.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,71.0,,1.0,1.0,1.0,4.0,3.0,5.0,0.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19570808.0,55.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,,,,,2.0,,7.0,2.0,69.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603_4_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19600905.0,52.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,80.0,2.0,,1.0,2.0,78.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368_11_4,0,0,1,0,0,0,0,0,0,0,2.0,9.0,19870814.0,25.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,,3.0,1.0,,55.0,2.0,,3.0,1.0,,56.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,1.0,,,2.0,,,1.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639_6_4,0,0,0,0,0,0,1,0,0,0,2.0,9.0,19820718.0,30.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,,1.0,1.0,,68.0,2.0,,1.0,1.0,,78.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717_11_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19650814.0,47.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,70.0,,1.0,5.0,,,,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135_4_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19760103.0,36.0,8.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,63.0,2.0,,1.0,1.0,,65.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19460709.0,66.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,66.0,,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764_1_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19710719.0,41.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,9.0,1.0,,60.0,2.0,,3.0,1.0,,70.0,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_5_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19531013.0,58.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,82.0,2.0,,1.0,1.0,,85.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50_3_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19771209.0,34.0,9.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,,57.0,2.0,,3.0,1.0,,62.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288_9_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19911121.0,20.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,,,,,2.0,,3.0,2.0,64.0,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19820209.0,30.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,64.0,2.0,,3.0,1.0,,65.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383_4_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19510303.0,61.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,85.0,2.0,,2.0,2.0,64.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,12.0,,,2.0,,,12.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490_10_2,0,0,0,0,0,0,1,0,0,0,2.0,1.0,19671225.0,44.0,8.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,72.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573_4_2,0,0,0,1,0,0,0,0,0,0,1.0,4.0,19850626.0,27.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,,,,,2.0,,2.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549_5_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19330204.0,79.0,7.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,83.0,,2.0,,2.0,2.0,42.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_5_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19670111.0,45.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,65.0,2.0,,2.0,1.0,,75.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654_6_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19551212.0,56.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,1.0,2.0,83.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221_6_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19580415.0,54.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,72.0,,2.0,,1.0,2.0,78.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393_1_6,0,0,0,1,0,0,0,0,0,0,2.0,7.0,19400314.0,72.0,5.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,1.0,2.0,76.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740_5_2,1,0,0,0,0,0,0,0,0,0,1.0,4.0,19861226.0,25.0,8.0,5.0,,,0.0,1.0,1.0,1.0,,,,,2.0,,5.0,2.0,50.0,,1.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521_1_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19771225.0,34.0,8.0,4.0,,,0.0,1.0,2.0,,2.0,1.0,,73.0,2.0,,3.0,1.0,,77.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539_5_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19621001.0,49.0,11.0,1.0,1.0,2.0,4.0,1.0,2.0,,2.0,1.0,,74.0,2.0,,2.0,1.0,,74.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253_11_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19531129.0,58.0,9.0,5.0,,,0.0,1.0,2.0,,5.0,2.0,68.0,,2.0,,9.0,2.0,83.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128_8_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19700401.0,42.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,70.0,,2.0,,3.0,1.0,,72.0,1.0,1.0,1.0,6.0,6.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19360702.0,76.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,88.0,,2.0,,1.0,2.0,78.0,,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19530408.0,59.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,83.0,2.0,,3.0,2.0,89.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702_11_3,0,0,0,0,0,1,0,0,0,0,2.0,4.0,19920228.0,20.0,6.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,2.0,3.0,0.0,1.0,1.0,,,6.0,3.0,1.0,1.0,,,,,,6.0,2.0,1.0,1.0,,1.0,15.0,1.0,,,,2.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,1.0,2.0,2.0,1.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,2.0,,,1.0,350000.0,5.0
738_6_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19741015.0,37.0,10.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,75.0,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
